1,0,0,0,0,0,0.470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326530612,0.727272727,0.307692308,0.727272727,0.727272727,0.432432432,0.727272727,0.444444444,0.444444444,0.542372881,0.180028129,0,0,0,0,0,0.372093023,0,0,0.372093023,0.372093023,0.266666667,0,0,0,0,0,0,0,0,0,0.432432432,0,0,0.251968504,0,0.367816092,0,0,0,0,0.20414673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252964427,0.218616567,0.230215827,0.347826087,0,0,0,0,0,0,0,0,0,0,0,0,0.385542169,0,0,0.205128205,0,0,0.695652174,0.296296296,0.296296296,0.695652174,0.695652174,0.695652174,0.695652174,0.695652174,0.695652174,0.324873096,0.351648352,0.213333333,0.202531646,0.695652174,0.603773585,0.524590164,0.332467532,0.310679612,0.26446281,0.32160804,0,0,0,0,0,0,0.329896907,0.300469484,0,0,0,0,0,0,0.385542169,0.385542169,0,0.239700375,0.263374486,0,0,0,0,0,0,0.351648352,0,0,0,0,0,0,0,0,0,0.26446281,0.329896907,0,0.248062016,0.248062016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277056277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329896907,0.218803419,0.2323049,0.2323049,0,0,0,0,0,0.293577982,0.293577982,0.293577982,0.41025641,0.680851064,0.290909091,0.290909091,0.290909091,0.64,0.680851064,0.64,0.680851064,0.64,0.633663366,0.633663366,0.64,0.680851064,0.64,0.680851064,0.64,0.516129032,0.680851064,0.363636364,0,0.300469484,0,0,0,0.339072848,0.339072848,0.327365729,0,0,0,0.216216216,0,0,0,0,0,0,0,0,0,0,0,0,0.31840796,0.275862069,0.236598891,0,0,0.28959276,0.28959276,0.28959276,0.28959276,0.405063291,0.673684211,0.288288288,0.288288288,0.673684211,0.288288288,0.673684211,0.62745098,0.624390244,0.512,0.673684211,0.507936508,0.507936508,0.484848485,0.507936508,0.369942197,0.363636364,0.302600473,0.302600473,0,0.29527105,0,0,0,0.286995516,0.576576577,0.503937008,0.503937008
0,1,0,0,0,0,0,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0.390243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432432432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20414673,0.363636364,0.481203008,0.551724138,0.355555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304761905,0,0,0,0,0,0,0,0,0,0.218616567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324873096,0.351648352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294930876,0.351648352,0.237918216,0.355555556,0.351648352,0.516129032,0.201892744,0.288288288,0.329896907,0.22614841,0.262295082,0.376470588,0.275862069,0.273504274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378698225,0.356545961,0.415584416,0.415584416,0.415584416,0,0,0,0,0.329896907,0,0.279475983,0.294930876,0.294930876,0,0,0,0,0,0,0,0,0,0,0,0.2323049,0.2323049,0,0.216949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327365729,0.41025641,0.392638037,0,0,0,0,0,0.255489022,0,0,0,0,0.292237443,0.297674419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378698225,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185507246,0,0,0,0,0,0,0,0,0.426666667,0,0,0,0,0,0,0,0,0,0,0,0.304761905,0,0,0,0,0.372093023,0.432432432,0.727272727,0.727272727,0.571428571,0.727272727,0.432432432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213333333,0.202531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421052632,0.615384615,0.415584416,0.598130841,0.695652174,0.310679612,0.695652174,0.695652174,0.615384615,0.533333333,0.533333333,0.378698225,0.356545961,0.415584416,0.415584416,0.415584416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392638037,0,0,0,0,0,0.255489022,0.463768116,0.592592593,0.592592593,0.680851064,0.292237443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378698225,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.571428571,0.390243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615384615,0.329896907,0.494845361,0.426666667,0.207792208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585365854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494845361,0,0,0,0,0,0,0,0,0.351648352,0.309178744,0.463768116,0.195121951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308681672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864864865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23880597,0,0,0,0,0,0,0,0,0,0.149707602,0.4,0.290909091,0.210526316,0.395061728,0.340425532,0,0,0.387096774,0,0,0,0,0,0,0,0,0.216216216,0.153477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393442623,0,0,0,0,0,0,0,0.453900709,0.306709265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.301886792,0.241965974,0.390243902,0.368876081,0.146118721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240601504,0.18028169,0.202531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25498008,0,0.360902256,0.21192053,0.425249169,0.442906574,0.442906574,0.207792208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385542169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334494774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.470588235,0,0,0,0,0,1,0.421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0.256,0,0,0.23880597,0.4,0.228571429,0.4,0.4,0.436363636,0.6,0.444444444,0.444444444,0.336842105,0.486549708,0,0,0,0,0,0.852459016,0.340425532,0.258064516,0.852459016,0.852459016,0.666666667,0.4,0.4,0.4,0.4,0.288288288,0.216216216,0,0,0,0.436363636,0,0,0.294478528,0,0.390243902,0,0,0,0,0.249027237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295384615,0.263193968,0.274285714,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0.268907563,0.243346008,0.243346008,0.166666667,0,0,0.390243902,0.222222222,0.222222222,0.390243902,0.390243902,0.390243902,0.390243902,0.390243902,0.390243902,0.356877323,0.251968504,0.172043011,0.164948454,0.390243902,0.359550562,0.329896907,0.36294896,0.748201439,0.305732484,0.236162362,0,0,0,0,0,0,0.781954887,0.729824561,0.359550562,0.363636364,0.309178744,0.267782427,0.390243902,0.390243902,0.403361345,0.403361345,0,0.283185841,0.304761905,0,0,0,0,0,0,0.377952756,0,0,0,0,0,0,0,0,0,0.305732484,0.360902256,0,0.290909091,0.290909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211221122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360902256,0.263374486,0.276258993,0.276258993,0.21192053,0,0,0,0,0.220689655,0.220689655,0.220689655,0.280701754,0.385542169,0.219178082,0.219178082,0.219178082,0.372093023,0.385542169,0.372093023,0.385542169,0.372093023,0.369942197,0.369942197,0.372093023,0.385542169,0.372093023,0.385542169,0.372093023,0.326530612,0.385542169,0.387096774,0,0.729824561,0.331606218,0.355555556,0.355555556,0.368168744,0.368168744,0.358878505,0,0,0,0.260869565,0,0,0,0,0,0,0,0,0,0,0,0,0.351648352,0.315789474,0.280291971,0,0,0.218430034,0.218430034,0.218430034,0.218430034,0.27826087,0.383233533,0.217687075,0.217687075,0.383233533,0.217687075,0.383233533,0.367816092,0.366762178,0.324873096,0.383233533,0.323232323,0.323232323,0.31372549,0.323232323,0.391836735,0.387096774,0.733686067,0.733686067,0.383233533,0.72034632,0,0,0,0.216949153,0.349726776,0.32160804,0.32160804
0,0,0,0,0,0,0.421052632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494845361,0.494845361,0,0,0,0,0,0,0,0,0,0,0,0,0.172274563,0,0,0,0,0,0.340425532,0.484848485,0.333333333,0.340425532,0.510638298,0.25,0.615384615,0.923076923,0.923076923,0.923076923,0.578313253,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463768116,0.463768116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288288288,0,0,0,0,0,0,0,0,0.304761905,0.419213974,0.524590164,0.533333333,0.635761589,0.524590164,0.888888889,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260162602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279475983,0.467153285,0.516129032,0.516129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281318681,0.281318681,0.576576577,0.274973147,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.440366972,0.237037037,0.923076923,0.505263158,0.578313253,0.923076923,0.501305483,0.390243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888888889,0.243346008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468864469,0.468864469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8,0,0,0,0,0,0,0,1,0.666666667,0.666666667,0,0,0,0,0,0,0,0,0.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194233687,0.333333333,0.644295302,0.727272727,0.326530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283185841,0,0,0,0,0,0,0,0,0,0.310931174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300469484,0.323232323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219931271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274678112,0.323232323,0.336842105,0.489795918,0.484848485,0.685714286,0.288288288,0.403361345,0.457142857,0.321070234,0.369230769,0.516129032,0.387096774,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518918919,0.491048593,0.564705882,0.564705882,0.564705882,0,0,0,0,0.304761905,0,0.26122449,0.274678112,0.274678112,0,0,0,0,0,0,0,0,0,0,0,0.329331046,0.329331046,0,0.308681672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453900709,0.558139535,0.536312849,0,0,0,0,0,0.240150094,0,0,0,0,0.408510638,0.277056277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518918919,0,0,0,0,0
